auteur,avis,contributions,hotel,nb_avis_total,note,note_moyenne,sentiment_label,sentiment_score,sentiment_num,sentiment_z,sentiment_polarity,langue,avis_clean,topic_id,topic_score,topic_label,macro_topic,nb_mots,influence_score,influential_flag
Thanostravels,"Cet hôtel propose de très petites chambres. Les photos sont extrêmement trompeuses et prises avec des objectifs grand angle pour les agrandir. Ma chambre (DOUBLE) n'avait qu'une seule prise de courant, l'armoire ne s'ouvrait presque pas, le",0,BW_Ronceray_Opera,1189,1.0,3.8,3 stars,0.3343234062194824,3,0.0,neu,fr,cet hôtel propose de très petites chambres les photos sont extrêmement trompeuses et prises avec des objectifs grand angle pour les agrandir ma chambre double n'avait qu'une seule prise de courant l'armoire ne s'ouvrait presque pas le,4,0.0827769638617769,"chambres, petites, chambres petites, propres",Chambre / Confort,41,0.0726274684151229,0
418johnnyd,"Nous avons séjourné ici quelques nuits et avons demandé une chambre donnant sur la cour. C'était calme et agréable. Les chambres étaient correctes, sans plus. Bon petit-déjeuner. Bon emplacement dans Paris, à deux pas de nombreuses",0,BW_Ronceray_Opera,1189,3.0,3.8,3 stars,0.4825676083564758,3,0.0,neu,fr,nous avons séjourné ici quelques nuits et avons demandé une chambre donnant sur la cour c'était calme et agréable les chambres étaient correctes sans plus bon petit-déjeuner bon emplacement dans paris à deux pas de nombreuses,2,0.0819220707974074,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,38,0.0693286570376087,0
Оксана Голуб,"Lieu pour passer la nuit. Bons petits déjeuners russes, lit propre. Le ménage est médiocre (enlèvement des poubelles et changement des serviettes). Situé au centre, presque tout est à proximité, les chambres sur le boulevard sont très bruyantes) jusqu'à 5h du matin il y a des cris, des courses et le métro !)",32,BW_Ronceray_Opera,1189,3.0,3.8,3 stars,0.4239965379238128,3,0.0,neu,fr,lieu pour passer la nuit bons petits déjeuners russes lit propre le ménage est médiocre enlèvement des poubelles et changement des serviettes situé au centre presque tout est à proximité les chambres sur le boulevard sont très bruyantes jusqu'à h du matin il y a des cris des courses et le métro,9,0.0429869848658035,"propre, hôtel propre, chambre propre, confortable",Propreté,53,0.0673830160816602,0
Йорданка Томова,"Il y a une énorme différence entre nos hôtels, le service, le nettoyage, l'hygiène, la propreté. Croyez-moi, l'hôtellerie en Bulgarie est à un bien meilleur niveau !!!",8,BW_Ronceray_Opera,1189,3.0,3.8,5 stars,0.5797780156135559,5,1.0,pos,fr,il y a une énorme différence entre nos hôtels le service le nettoyage l'hygiène la propreté croyez-moi l'hôtellerie en bulgarie est à un bien meilleur niveau,6,0.0244777514556997,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,29,0.4360123087253172,0
Rurik Valladares,"Un endroit très agréable, ancien et luxueux, mais pas trop cher. Il est situé en plein centre de Paris, à proximité des restaurants et des lieux à visiter. Je le recommande. Si je retourne à Paris, j'y retournerai volontiers.",394,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5719838738441467,4,0.5,pos,fr,un endroit très agréable ancien et luxueux mais pas trop cher il est situé en plein centre de paris à proximité des restaurants et des lieux à visiter je le recommande si je retourne à paris j'y retournerai volontiers,7,0.0533921080340935,"agréable, super, accueil, séjour",Accueil / Service,40,0.2591094712240864,0
Alexandros Karatzas,"Je n'ai pas de mots pour décrire cet hôtel. Il aurait pu être mieux situé, car il est idéalement situé en plein centre de Paris On ne peut pas dire qu'il soit bon marché. Les chambres ne sont pas confortables, petites mais très fonctionnelles ! Elles auraient pu avoir des chaussons jetables, ce qui n'était pas le cas ? Ce qui ne coûte pas cher J'aurais aimé un petit-déjeuner plus copieux, avec la finesse et l'hospitalité parisiennes ! Bien sûr, c'est un hôtel très propre et bien tenu. Les chambres de devant offrent une très belle vue sur l'avenue, tandis que celles de derrière ne sont pas top. Le personnel est plutôt poli, il aurait pu être plus souriant et amical En bref, cet hôtel est excellent, je lui donne la note de 6 sur 10. Je le recommande car il est très central et à deux pas du métro",593,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.5603635311126709,4,0.5,pos,fr,je n'ai pas de mots pour décrire cet hôtel il aurait pu être mieux situé car il est idéalement situé en plein centre de paris on ne peut pas dire qu'il soit bon marché les chambres ne sont pas confortables petites mais très fonctionnelles elles auraient pu avoir des chaussons jetables ce qui n'était pas le cas ce qui ne coûte pas cher j'aurais aimé un petit-déjeuner plus copieux avec la finesse et l'hospitalité parisiennes bien sûr c'est un hôtel très propre et bien tenu les chambres de devant offrent une très belle vue sur l'avenue tandis que celles de derrière ne sont pas top le personnel est plutôt poli il aurait pu être plus souriant et amical en bref cet hôtel est excellent je lui donne la note de sur je le recommande car il est très central et à deux pas du métro,4,0.0793140263943655,"chambres, petites, chambres petites, propres",Chambre / Confort,155,0.3826411006428825,0
Yurii Kondratskyi,Bon emplacement. Tout est à 15 minutes. Et le Louvre et Montmartre. Nous tolérons le petit-déjeuner. Personnel de nettoyage des chambres impudent. Le panneau « Ne pas déranger » est ignoré.,181,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.4665462076663971,4,0.5,pos,fr,bon emplacement tout est à minutes et le louvre et montmartre nous tolérons le petit-déjeuner personnel de nettoyage des chambres impudent le panneau ne pas déranger est ignoré,2,0.0924513524215488,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,30,0.2659980724139644,0
bega1223,"L'hôtel était très agréable ! La taille des chambres était variable. Nous étions quatre couples et, même si nous avons eu la plus petite, c'était correct. La salle de bain était propre et la douche spacieuse. Une chambre à l'arrière était",0,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5654283761978149,4,0.5,pos,fr,l'hôtel était très agréable la taille des chambres était variable nous étions quatre couples et même si nous avons eu la plus petite c'était correct la salle de bain était propre et la douche spacieuse une chambre à l'arrière était,8,0.1714402692830888,"salle, bain, salle bain, douche",Salle de bain,43,0.3124205690505717,0
nickielur,"Hôtel très cosy si vous choisissez une chambre donnant sur la cour, car la rue est très animée. Bon petit-déjeuner et bon café. Emplacement idéal, à deux pas de la plupart des commerces. Métro juste devant. Recommandé !",0,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.5322552919387817,5,1.0,pos,fr,hôtel très cosy si vous choisissez une chambre donnant sur la cour car la rue est très animée bon petit-déjeuner et bon café emplacement idéal à deux pas de la plupart des commerces métro juste devant recommandé,2,0.0790088473776583,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,38,0.4680854374703481,0
J5735UBsophiak,"Très bon emplacement central, avec une station de métro à proximité. Notre chambre (lit double) était pratique et propre. Le matelas et les oreillers étaient très confortables. Dans l'ensemble, c'était un bel hôtel de ville, très satisfaisant pour sa catégorie (chambres d'hôtes).",0,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.4889716506004333,4,0.5,pos,fr,très bon emplacement central avec une station de métro à proximité notre chambre lit double était pratique et propre le matelas et les oreillers étaient très confortables dans l'ensemble c'était un bel hôtel de ville très satisfaisant pour sa catégorie chambres d'hôtes,9,0.0552716294087203,"propre, hôtel propre, chambre propre, confortable",Propreté,45,0.2648015334710889,0
Francisco Javier Roldan Marquez De Prado,"Un hôtel pour un séjour agréable, très bien situé, à 5 minutes de l'Opéra de Paris, à environ 15 minutes du Louvre et aussi de la cathédrale Monmatre, comme je l'ai dit, il est très bien situé et en se promenant, vous pourrez voir de nombreux sites importants, l'avenue où il se trouve a beaucoup de bars et de cafés parfaitement préparés pour avoir quelque chose de très confortable, salutations",126,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.4543157517910003,4,0.5,pos,fr,un hôtel pour un séjour agréable très bien situé à minutes de l'opéra de paris à environ minutes du louvre et aussi de la cathédrale monmatre comme je l'ai dit il est très bien situé et en se promenant vous pourrez voir de nombreux sites importants l'avenue où il se trouve a beaucoup de bars et de cafés parfaitement préparés pour avoir quelque chose de très confortable salutations,0,0.0698344296323667,"situé, hôtel, hôtel situé, métro",Localisation / Transports,73,0.2984000789099508,0
Stella White,"Options propres et bien rangées, conviviales et sans gluten disponibles, mais pas de thé/café dans la chambre",28,BW_Ronceray_Opera,1189,4.0,3.8,3 stars,0.4271737933158874,3,0.0,neu,fr,options propres et bien rangées conviviales et sans gluten disponibles mais pas de thé café dans la chambre,3,0.055500938488661,"chambre, petite, chambre petite, lit",Chambre / Confort,18,0.0384935232662287,0
Jose Miguel Rodriguez Prieto,"Un hôtel de charme accessible par une galerie qui mérite le détour. Situé à côté du musée Grévin, il est bien desservi par le métro et proche de Lafayette, de l'Opéra et de la Madeleine. Je le recommande vivement.",348,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.6683523058891296,5,1.0,pos,fr,un hôtel de charme accessible par une galerie qui mérite le détour situé à côté du musée grévin il est bien desservi par le métro et proche de lafayette de l'opéra et de la madeleine je le recommande vivement,0,0.0561687610202732,"situé, hôtel, hôtel situé, métro",Localisation / Transports,40,0.4602944092897733,0
JOHN D Schaeffer,"Un vieux quartier de Paris, mais un bel hôtel historique. Ma chambre était grande, propre et calme. J'y retournerais certainement.",1,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.4167156219482422,4,0.5,pos,fr,un vieux quartier de paris mais un bel hôtel historique ma chambre était grande propre et calme j'y retournerais certainement,9,0.0966193637095194,"propre, hôtel propre, chambre propre, confortable",Propreté,21,0.2589748173481706,0
Hugo,"Beaucoup d'avis négatifs Venez profiter de Paris Situé en plein centre, dans le meilleur quartier de Paris, de loin",335,BW_Ronceray_Opera,1189,4.0,3.8,2 stars,0.5178653597831726,2,-0.5,neg,fr,beaucoup d'avis négatifs venez profiter de paris situé en plein centre dans le meilleur quartier de paris de loin,0,0.0513742131247001,"situé, hôtel, hôtel situé, métro",Localisation / Transports,20,0.238688431350796,0
JonasK856,"Les hôtels à Paris sont chers, mais on devrait pouvoir exiger certaines choses d'un hôtel, quel que soit son standing. Nettoyage médiocre. Par exemple, il y avait des moutons de poussière vieux d'une semaine sous le lit.",0,BW_Ronceray_Opera,1189,2.0,3.8,2 stars,0.54677814245224,2,-0.5,neg,fr,les hôtels à paris sont chers mais on devrait pouvoir exiger certaines choses d'un hôtel quel que soit son standing nettoyage médiocre par exemple il y avait des moutons de poussière vieux d'une semaine sous le lit,3,0.0230191790343219,"chambre, petite, chambre petite, lit",Chambre / Confort,39,0.2451698133073061,0
Irina M,"Petites pièces, couloirs claustrophobes, une odeur nauséabonde flotte à l'étage. Le plafond vous tombe presque dessus.",7,BW_Ronceray_Opera,1189,2.0,3.8,2 stars,0.511976957321167,2,-0.5,neg,fr,petites pièces couloirs claustrophobes une odeur nauséabonde flotte à l'étage le plafond vous tombe presque dessus,4,0.0519743924568164,"chambres, petites, chambres petites, propres",Chambre / Confort,17,0.2360105728541451,0
고은숙,"Le personnel du comptoir, très sympathique, m'a accueilli en coréen. C'était une solution rapide. L'emplacement, les transports et l'amabilité étaient excellents, mais l'insonorisation était un peu décevante. ㅜㅜ (j'entendais les Chinois parler dans la pièce d'à côté). Je suis néanmoins satisfait du prix.",1,BW_Ronceray_Opera,1189,3.0,3.8,3 stars,0.5127474665641785,3,0.0,neu,fr,le personnel du comptoir très sympathique m'a accueilli en coréen c'était une solution rapide l'emplacement les transports et l'amabilité étaient excellents mais l'insonorisation était un peu décevante j'entendais les chinois parler dans la pièce d'à côté je suis néanmoins satisfait du prix,5,0.0866833807045955,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,50,0.0830964897680424,0
Kelly Mina,"Nous avons passé un merveilleux moment ici, la salle de bain aurait besoin d'un peu plus d'espace, mais c'est un très bel hôtel très proche de tous les restaurants et du hard rock café.",2,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.6986099481582642,5,1.0,pos,fr,nous avons passé un merveilleux moment ici la salle de bain aurait besoin d'un peu plus d'espace mais c'est un très bel hôtel très proche de tous les restaurants et du hard rock café,8,0.1533638028261832,"salle, bain, salle bain, douche",Salle de bain,37,0.4988384571907467,1
U3132WY_,"très bon emplacement : accessibilité - 2 stations de métro à proximité, à quelques pas de la Galerie La Fayette et du Grand Opéra (lieu de rendez-vous avec les guides touristiques) il y a beaucoup d'endroits sympas pour manger à proximité.....",0,BW_Ronceray_Opera,1189,3.0,3.8,4 stars,0.5994717478752136,4,0.5,pos,fr,très bon emplacement accessibilité - stations de métro à proximité à quelques pas de la galerie la fayette et du grand opéra lieu de rendez-vous avec les guides touristiques il y a beaucoup d'endroits sympas pour manger à proximité,6,0.0651297616743426,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,41,0.2650965159594711,0
Anna Mostratou,Bel emplacement ! Les chambres étaient très petites et le service de chambre était vraiment mauvais ! Il y avait de la poussière derrière la télé. J'avais 4 tasses sales dans ma chambre mais n.b prenait soin de les laver ou d'apporter mon propre !,21,BW_Ronceray_Opera,1189,2.0,3.8,3 stars,0.3472355604171753,3,0.0,neu,fr,bel emplacement les chambres étaient très petites et le service de chambre était vraiment mauvais il y avait de la poussière derrière la télé j'avais tasses sales dans ma chambre mais n b prenait soin de les laver ou d'apporter mon propre,4,0.1196976791302467,"chambres, petites, chambres petites, propres",Chambre / Confort,45,0.0922953827626074,0
Jaroslav Seifert,"Idéal pour passer la nuit lors d'une visite touristique à Paris, mais ce n'est pas un hôtel depuis longtemps, c'est difficile à trouver, cela nous a pris environ 5 heures",63,BW_Ronceray_Opera,1189,3.0,3.8,3 stars,0.4496782720088959,3,0.0,neu,fr,idéal pour passer la nuit lors d'une visite touristique à paris mais ce n'est pas un hôtel depuis longtemps c'est difficile à trouver cela nous a pris environ heures,3,0.0236426811155431,"chambre, petite, chambre petite, lit",Chambre / Confort,33,0.0395679224755539,0
Pietro Spini,"Endroit propre et accueillant, personnel sympathique, chambre petite mais suffisante pour de courts séjours, climatisée",83,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5482486486434937,4,0.5,pos,fr,endroit propre et accueillant personnel sympathique chambre petite mais suffisante pour de courts séjours climatisée,5,0.1550763032419937,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,15,0.2780533751884708,0
Paul Parker,"Super hôtel réservé avec Eurostar, niché mais au milieu de tout. Bon rapport qualité/prix. J'aurais aimé pouvoir rester plus longtemps.",93,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5227388739585876,4,0.5,pos,fr,super hôtel réservé avec eurostar niché mais au milieu de tout bon rapport qualité prix j'aurais aimé pouvoir rester plus longtemps,1,0.2049846439605584,"qualité, prix, rapport, rapport qualité",Rapport qualité-prix,22,0.3061977505932078,0
Trip.com Member,L'hôtel était propre et agréable,0,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.4453744888305664,4,0.5,pos,fr,l'hôtel était propre et agréable,9,0.2287663061518945,"propre, hôtel propre, chambre propre, confortable",Propreté,6,0.3006986651966257,0
Annaba_11,"Hôtel milieu de gamme extrêmement bien situé, à quelques pas de nombreuses attractions. Le métro est juste à côté. Évitez les chambres donnant sur la rue si vous souhaitez dormir, car les jeunes y font la fête toute la nuit. Au troisième",0,BW_Ronceray_Opera,1189,3.0,3.8,4 stars,0.4655280709266662,4,0.5,pos,fr,hôtel milieu de gamme extrêmement bien situé à quelques pas de nombreuses attractions le métro est juste à côté évitez les chambres donnant sur la rue si vous souhaitez dormir car les jeunes y font la fête toute la nuit au troisième,4,0.0496346105256196,"chambres, petites, chambres petites, propres",Chambre / Confort,42,0.259461947482659,0
SERGIO IGNACIO,"Excellent emplacement, quartier sûr",206,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.754493236541748,5,1.0,pos,fr,excellent emplacement quartier sûr,6,0.1995979290130241,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,4,0.4862950552854641,0
Alexa Chilton,"Un emplacement idéal, un personnel très sympathique et une chambre très confortable (avec une vue magnifique). J'ai beaucoup apprécié mon séjour et je reviendrai !",34,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.7565138936042786,5,1.0,pos,fr,un emplacement idéal un personnel très sympathique et une chambre très confortable avec une vue magnifique j'ai beaucoup apprécié mon séjour et je reviendrai,5,0.1462345606285761,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,25,0.4840601081581851,0
Joanna Konyn,"Notre séjour a été tout simplement génial, le petit déjeuner était très bon avec un excellent choix, l'emplacement était vraiment bien, la chambre était agréable, le ménage a fait un excellent travail, merci à tout le personnel de ma mère et moi-même d'Australie",1,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.8262951374053955,5,1.0,pos,fr,notre séjour a été tout simplement génial le petit déjeuner était très bon avec un excellent choix l'emplacement était vraiment bien la chambre était agréable le ménage a fait un excellent travail merci à tout le personnel de ma mère et moi-même d'australie,6,0.1162677187692046,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,46,0.49180964055442,1
조근영,"La chambre était un peu petite, le petit déjeuner inclus était bon et l'emplacement était parfait. Métro facile d'accès",146,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.4767796993255615,4,0.5,pos,fr,la chambre était un peu petite le petit déjeuner inclus était bon et l'emplacement était parfait métro facile d'accès,3,0.1179483075777012,"chambre, petite, chambre petite, lit",Chambre / Confort,21,0.2680769549275155,0
A W,"Chambre petite, calme pour l'emplacement (chambre donnant sur cour intérieure). Pas de tapis. Salle de bain très étroite",176,BW_Ronceray_Opera,1189,4.0,3.8,3 stars,0.4833884537220001,3,0.0,neu,fr,chambre petite calme pour l'emplacement chambre donnant sur cour intérieure pas de tapis salle de bain très étroite,3,0.1235363332519018,"chambre, petite, chambre petite, lit",Chambre / Confort,19,0.0685056574891548,0
Brendan Walsh,"C'est un hôtel agréable et convivial, bien situé, le petit-déjeuner est le meilleur, les chambres sont confortables, si vous devez partager non, j'ai vraiment aimé cet endroit, un personnel agréable et sympathique.",429,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.4853700697422027,4,0.5,pos,fr,c'est un hôtel agréable et convivial bien situé le petit-déjeuner est le meilleur les chambres sont confortables si vous devez partager non j'ai vraiment aimé cet endroit un personnel agréable et sympathique,7,0.1650282097226602,"agréable, super, accueil, séjour",Accueil / Service,35,0.3018602585111208,0
Trip.com Member,"Un peu vieux et faiblement éclairé, mais très bien situé",0,BW_Ronceray_Opera,1189,3.7,3.8,4 stars,0.5452848672866821,4,0.5,pos,fr,un peu vieux et faiblement éclairé mais très bien situé,0,0.0786843321262621,"situé, hôtel, hôtel situé, métro",Localisation / Transports,10,0.24056308734206,0
anita sütő,"Nous avons passé 3 nuits ici en famille (3 enfants + 2 adultes). Le petit déjeuner ne pourrait pas être meilleur ! Le personnel était gentil. Cependant, la propreté des chambres est irréprochable. Sale, sale. Je pense que le lit sous le lit n'a pas été nettoyé depuis des semaines ou des mois.",1,BW_Ronceray_Opera,1189,2.0,3.8,2 stars,0.5849838852882385,2,-0.5,neg,fr,nous avons passé nuits ici en famille enfants adultes le petit déjeuner ne pourrait pas être meilleur le personnel était gentil cependant la propreté des chambres est irréprochable sale sale je pense que le lit sous le lit n'a pas été nettoyé depuis des semaines ou des mois,2,0.0764511608132204,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,52,0.2806858749761881,0
Ann Bunting,Hôtel très hostile - ne se sentait pas le bienvenu. Petit déjeuner très très médiocre. Ne vaut pas son prix. Chambre très petite. Je ne le recommanderais pas.,2,BW_Ronceray_Opera,1189,1.0,3.8,1 star,0.5678497552871704,1,-1.0,neg,fr,hôtel très hostile - ne se sentait pas le bienvenu petit déjeuner très très médiocre ne vaut pas son prix chambre très petite je ne le recommanderais pas,3,0.1333949202329984,"chambre, petite, chambre petite, lit",Chambre / Confort,27,0.4805367753478891,0
Evren Saltas,Très bonne expérience avec mon wify. Nous ne sommes restés que 2 jours dans cet hôtel mais je le recommande vivement ici car son emplacement et ses chambres impeccables,405,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.5956979393959045,5,1.0,pos,fr,très bonne expérience avec mon wify nous ne sommes restés que jours dans cet hôtel mais je le recommande vivement ici car son emplacement et ses chambres impeccables,6,0.0564214312465103,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,29,0.4496442902262973,0
Naprid Bili,"Très bon service, excellent et sympathique, bel endroit et bon petit-déjeuner. J'y suis allé le 13/14 février 2019 dans la suite 208 et j'aimerais réserver à nouveau dans le même hôtel. Merci 👍",90,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.7348939180374146,5,1.0,pos,fr,très bon service excellent et sympathique bel endroit et bon petit-déjeuner j'y suis allé le février dans la suite et j'aimerais réserver à nouveau dans le même hôtel merci,2,0.101059328017207,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,36,0.4755395010116233,0
evangmp,"Les chambres d'hôtel sont très petites et les couloirs si étroits qu'on s'y sent claustrophobe De la moquette partout ! Comment nettoyer ces chambres ? Elles ont été rénovées il y a longtemps ! Je peux dire qu'elles étaient propres, mais",0,BW_Ronceray_Opera,1189,1.0,3.8,2 stars,0.4197703599929809,2,-0.5,neg,fr,les chambres d'hôtel sont très petites et les couloirs si étroits qu'on s'y sent claustrophobe de la moquette partout comment nettoyer ces chambres elles ont été rénovées il y a longtemps je peux dire qu'elles étaient propres mais,4,0.1497248558685749,"chambres, petites, chambres petites, propres",Chambre / Confort,42,0.3021755102869118,0
Carmela Luppino,l'endroit est très petit. claustrophobe. ce serait génial si la porte de la salle de bain s'adaptait au cadre pour se fermer.,58,BW_Ronceray_Opera,1189,2.0,3.8,2 stars,0.4630254507064819,2,-0.5,neg,fr,l'endroit est très petit claustrophobe ce serait génial si la porte de la salle de bain s'adaptait au cadre pour se fermer,8,0.1813556556430346,"salle, bain, salle bain, douche",Salle de bain,24,0.2980700581022866,0
Ballet_Ballet_Ballet,"J'ai séjourné ici lors d'un voyage organisé. La gare de Grand Beulevard est très proche. Il y a aussi un supermarché M&S à proximité, ce qui est très pratique.",0,BW_Ronceray_Opera,1189,3.0,3.8,5 stars,0.4966810941696167,5,1.0,pos,fr,j'ai séjourné ici lors d'un voyage organisé la gare de grand beulevard est très proche il y a aussi un supermarché m s à proximité ce qui est très pratique,0,0.0249255349217024,"situé, hôtel, hôtel situé, métro",Localisation / Transports,32,0.4391373858758999,0
Fabienne Vandendael,Super hôtel pour son prix. Très bien situé avec de nombreux restaurants à proximité.,12,BW_Ronceray_Opera,1189,4.0,3.8,5 stars,0.6468983292579651,5,1.0,pos,fr,super hôtel pour son prix très bien situé avec de nombreux restaurants à proximité,0,0.0773220632212311,"situé, hôtel, hôtel situé, métro",Localisation / Transports,14,0.4438937188381929,0
Viviana Gil,"Personnel très sympathique. Le petit déjeuner complet. La petite chambre, un peu inconfortable, avec une très belle vue. Très bon emplacement",25,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.7025121450424194,4,0.5,pos,fr,personnel très sympathique le petit déjeuner complet la petite chambre un peu inconfortable avec une très belle vue très bon emplacement,5,0.1448206397050953,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,21,0.2795447362491343,0
Wendy Lau,"Très bon emplacement, à quelques pas se trouve une station de métro et l'hôtel est situé dans un passage très fréquenté. Bonne attention.",38,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.5231065154075623,4,0.5,pos,fr,très bon emplacement à quelques pas se trouve une station de métro et l'hôtel est situé dans un passage très fréquenté bonne attention,0,0.0967467083489825,"situé, hôtel, hôtel situé, métro",Localisation / Transports,24,0.2619631470675184,0
Sergio Gonzalez,"Excellent emplacement, petit déjeuner agréable pour un 3 étoiles 👌",73,BW_Ronceray_Opera,1189,4.0,3.8,3 stars,0.9728895425796508,3,0.0,neu,fr,excellent emplacement petit déjeuner agréable pour un étoiles,6,0.1851643537088649,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,9,0.0850254952771343,0
Manuel Cristimil,"Tout est parfait jusqu'ici. Nous sommes ici depuis quatre jours et le service est fantastique, tout comme le petit-déjeuner. Le seul problème, c'est que les chambres sont un peu petites pour autant de jours.",36,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.6411937475204468,4,0.5,pos,fr,tout est parfait jusqu'ici nous sommes ici depuis quatre jours et le service est fantastique tout comme le petit-déjeuner le seul problème c'est que les chambres sont un peu petites pour autant de jours,4,0.1652256089481747,"chambres, petites, chambres petites, propres",Chambre / Confort,37,0.3039004889504602,0
Mariuccia Albiati,Hôtel très pratique pour visiter Paris.... Petit déjeuner international.... Je le recommande à ceux qui veulent visiter la ville à pied....,35,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.5019771456718445,4,0.5,pos,fr,hôtel très pratique pour visiter paris petit déjeuner international je le recommande à ceux qui veulent visiter la ville à pied,2,0.0854728546575522,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,21,0.2542180389747336,0
Pascal B,Grande chambre et salle de bain pour Paris. Personnel très gentil et serviable,852,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.5622928142547607,5,1.0,pos,fr,grande chambre et salle de bain pour paris personnel très gentil et serviable,8,0.1897389846223087,"salle, bain, salle bain, douche",Salle de bain,13,0.49088970177241,1
Mauro Di Castro,"Hôtel conforme à mes attentes, pas exceptionnel mais idéalement situé et à quelques mètres du métro, aucun commentaire négatif à faire",129,BW_Ronceray_Opera,1189,4.0,3.8,4 stars,0.5494961738586426,4,0.5,pos,fr,hôtel conforme à mes attentes pas exceptionnel mais idéalement situé et à quelques mètres du métro aucun commentaire négatif à faire,0,0.0794185036502358,"situé, hôtel, hôtel situé, métro",Localisation / Transports,21,0.251634341621371,0
sifredo7,"Très central et proche de l'entrée du métro Grands Boulevards, où s'arrêtent les lignes 8 et 9",28,BW_Ronceray_Opera,1189,5.0,3.8,4 stars,0.450603574514389,4,0.5,pos,fr,très central et proche de l'entrée du métro grands boulevards où s'arrêtent les lignes et,0,0.0245213991466844,"situé, hôtel, hôtel situé, métro",Localisation / Transports,19,0.226250984299268,0
Scott Thompson,"Les chambres sont bruyantes, les murs sont en papier. Les serviettes sont maigres. La décoration est démodée, les traitements muraux de la salle de bain s'écaillent.",32,BW_Ronceray_Opera,1189,2.0,3.8,2 stars,0.5815606713294983,2,-0.5,neg,fr,les chambres sont bruyantes les murs sont en papier les serviettes sont maigres la décoration est démodée les traitements muraux de la salle de bain s'écaillent,8,0.1852405371761805,"salle, bain, salle bain, douche",Salle de bain,27,0.3026619185907686,0
Escape538842,"Tout d'abord, c'est petit. Le quartier autour de l'hôtel est très animé la nuit. L'emplacement et l'entrée de l'hôtel sont uniques. Je recommande également de faire une promenade autour de l'hôtel.",0,BW_Ronceray_Opera,1189,3.0,3.8,4 stars,0.487551599740982,4,0.5,pos,fr,tout d'abord c'est petit le quartier autour de l'hôtel est très animé la nuit l'emplacement et l'entrée de l'hôtel sont uniques je recommande également de faire une promenade autour de l'hôtel,0,0.0409489630001448,"situé, hôtel, hôtel situé, métro",Localisation / Transports,38,0.25184336256973,0
Margherita Formaggio,"Excellent service, chambres confortables, petites mais chaleureuses, l'emplacement est central, métro pratique pour tous les quartiers, tout va bien",57,BW_Ronceray_Opera,1189,5.0,3.8,5 stars,0.7006932497024536,5,1.0,pos,fr,excellent service chambres confortables petites mais chaleureuses l'emplacement est central métro pratique pour tous les quartiers tout va bien,6,0.1180192557837908,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,20,0.4671292370003101,0
